ENT,MUN,LOC,TIPOLOC,OTROTIPO_C,DIS_TRANS,AUTO,MICRO,CAMION,TAXI,BICI,BARCO,AUTOCAB,MICROCAB,CAMIONCAB,TAXICAB,BICICAB,BARCOCAB,TRANSPRIN,FRECUENCIA,TIEMPO,ABASTECIM,AGUACOB,AGUAFUEN,AGUAOFUEN_C,DRENAJE,DRENAJECOB,DDRENAJE,ODDRENAJE_C,LIMCALLE,RECBASURA,DESBASURA,ODESBASURA_C,ALUMBRADO,ENFUENTE,ENOFUENTE_C,ALUMBCOB,MANZANA,RECUBCOB,BANQUETAS,PLAZA,CANCHA,PARQUE,BIBLIOTECA,CULTURA,SALON,FRIJOL,MAIZ,TORTILLA,PAN,ARROZ,LECHE,HUEVO,CARNE,POLLO,PESCADO,FRUTA,TIANGUIS,ABARROTE,DICONSA,LICONSA,FARMACIA,PAPELERIA,FERRETERIA,ROPA,LOZA,MUEBLE,MATERIAL,GAS,GOB_EDO,GOB_MUN,ORG_NG,OTRO_CC,OTRO_CD_C,CLINICA,MEDICO,PARTERA,BRIGADA,PROMOTOR,CURANDERO,TELEFONO,INTERNET,SENALCEL,TELEVISIONA,TELEVISIONP,DINERO,LTRABAJO,ACTAGR_V,ACTAGR_CF,ACTAGR_NO,ACTPEC_V,ACTPEC_CF,ACTPEC_NO,ACTMIN_V,ACTMIN_CF,ACTMIN_NO,ACTFOR_V,ACTFOR_CF,ACTFOR_NO,ACTREC_V,ACTREC_CF,ACTREC_NO,ACTPES_V,ACTPES_CF,ACTPES_NO,ACTART_V,ACTART_CF,ACTART_NO,OTRAACT_V,OTRAACT_CF,OTRAACT_NO,OTRAACT_C,ACT_PRIN,OACT_PRIN_C,PRODUCTO_C1,PRODUCTO_C2,PRODUCTO_C3,AUTMUN,OTRAMUN_C,CEJIDAL,INDIGENA,TRADICIONAL,POLICIA,CONFLICTO1,CONFLICTO2,CONFLICTO3,CONFLICTO4,CONFLICTO5,OCONF,OCONF_D_C,SEQUIA,HELADA,INUNDACION,INCENDIO,TEMBLOR,CICLON,OTRO_DANO,OTRO_DANO_DES_C,AIRE,MOTOR,BASURERO,RUIDO,AGUA,A_NEGRA,RIOS,PESTICIDAS,TERRENOS,PLAGAS,OCONT,OCONT_D_C,HABLALI,USOESC,USOIGL,USOFEST,USOCOMP,USOFAM,USOHOG,PROBLEMA,PROBLEMA_O_C,POBTOT,TAMLOC,LOC_LENGUA40PC
09,008,0106,02,,3,,,,,,,,,,,,,,,,1,1,3,,1,1,6,997,2,3,8,032,1,1,,2,3,,,2,4,6,8,2,4,1,4,5,8,1,3,5,7,1,4,5,2,4,6,8,2,4,2,4,6,8,2,4,2,3,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,7,1,4,,1,3,5,7,1,4,6,,2,4,5,8,2,4,5,8,1,3,6,,3,,,,,,,06,,37,1,3
09,008,0107,99,,9,,,,,,,,,,,,,,,,9,,,,9,,,,9,9,,,9,,,,9,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,,,,,9,,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,,9,,,,,,,99,,2,1,3
09,008,0108,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,1,4,5,7,1,3,5,7,1,4,5,2,3,6,8,2,4,2,4,6,8,2,4,1,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,1,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111025,111074,2,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,51,1,3
09,008,0109,09,1001,3,,,,,,,,,,,,,,,,4,,,,3,,,,1,4,5,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,1,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,5,996,2,4,6,8,2,4,6,8,2,3,998,2,3,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,3,6,,3,,,,,,,12,,1,1,3
09,008,0111,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,5,,1,1,,1,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,3,5,7,2,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112004,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,12,,29,1,3
09,008,0112,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,5,,1,1,,1,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,3,5,7,2,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,6,,1,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,119,2,3
09,008,0113,02,,3,,,,,,,,,,,,,,,,2,1,1,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,3,5,7,2,4,1,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111084,111096,,6,,1,4,6,8,2,4,6,7,1,3,101,2,4,5,8,1,4,6,,2,4,6,8,2,4,6,8,1,4,6,,3,,,,,,,06,,6,1,3
09,009,0037,05,,1,2,3,6,7,2,4,,3,,3,,,2,4,30,1,2,1,,3,,,,2,3,5,,1,1,,2,1,4,5,2,4,6,8,2,4,1,4,5,7,2,3,5,8,1,4,5,2,3,6,8,1,3,1,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,5,087,2,4,6,8,2,4,6,8,2,4,,1,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,1123,5,3
09,009,0045,02,,3,,,,,,,,,,,,,,,,2,4,1,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,2,4,5,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,2,,,03,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,2,,112015,,,2,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,03,,57,1,3
09,009,0046,03,,1,2,3,6,7,2,4,,1,,1,,,2,4,60,4,,,,3,,,,2,3,5,,1,1,,3,1,9,9,2,4,6,8,2,4,1,4,5,7,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,7,1,4,2,01,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111074,111040,6,,1,4,6,8,2,4,6,7,1,4,,1,3,6,8,1,4,5,092,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,05,,394,3,3
09,009,0050,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,1,01,,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,2,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,03,,27,1,3
09,009,0052,02,,1,1,3,6,7,2,4,1,1,,1,,,1,4,20,1,3,1,,3,,,,2,3,5,,1,1,,2,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,3,5,2,3,6,8,2,3,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,,02,,,,06,,,09,,02,,,05,,,,09,,,03,,,06,,4,,111904,,,1,,2,4,6,8,2,4,6,8,1,4,,1,4,6,7,2,4,6,,2,3,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,08,,102,2,3
09,009,0054,02,,1,1,3,6,7,2,4,1,1,,1,,,1,4,45,4,,,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,5,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,7,1,4,6,,3,,,,,,,01,,72,1,3
09,009,0056,02,,1,1,3,6,7,2,4,1,1,,1,,,1,5,30,2,2,1,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,1,4,3,01,,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,6,,2,4,6,8,1,4,6,8,2,4,,2,3,6,7,2,4,6,,2,4,5,8,2,4,6,8,2,3,6,,1,9,9,9,9,9,9,05,,110,2,3
09,009,0066,02,,1,1,4,6,8,2,4,3,,,,,,1,1,480,4,,,,3,,,,2,4,,,1,1,,3,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,3,5,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,1,4,3,01,,,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111066,111096,,6,,1,4,6,8,2,4,6,8,2,4,,1,3,6,8,1,4,6,,2,3,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,01,,16,1,3
09,009,0067,02,,3,,,,,,,,,,,,,,,,1,2,1,,3,,,,2,3,5,,1,1,,4,3,,,1,4,6,8,2,4,2,4,5,8,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,3,1,4,6,8,,2,4,6,8,2,4,2,3,6,7,1,4,1,01,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,5,087,2,4,6,7,2,4,6,7,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,06,,182,2,3
09,009,0068,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,5,,1,1,,4,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,6,8,2,3,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,01,02,,04,,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111016,,,5,111,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,4,6,8,1,4,01,,464,3,3
09,009,0072,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,2,01,,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,2,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,05,,11,1,3
09,009,0074,02,,1,2,4,6,7,2,4,,,,1,,,4,,15,1,1,1,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,3,5,2,4,6,8,2,4,2,4,6,8,2,4,2,3,6,8,,2,4,6,8,2,4,1,4,5,8,1,4,2,01,,,,,06,,,09,,02,,,,06,,,09,,,03,,,06,,1,,111115,,,3,,1,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,2,4,6,8,2,4,01,,38,1,3
09,009,0077,02,,3,,,,,,,,,,,,,,,,1,2,1,,1,2,5,,2,3,5,,1,1,,2,3,,,2,4,6,8,2,4,1,4,5,7,1,3,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,1,4,2,4,5,7,1,4,1,01,02,,,,06,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111115,,,6,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,08,,195,2,3
09,009,0081,02,,1,1,3,6,7,2,4,1,1,,1,,,1,4,30,2,2,1,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,1,4,5,2,3,6,8,2,3,2,4,6,8,1,3,1,4,6,8,,2,4,6,8,2,4,2,4,6,7,2,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,7,1,4,,2,4,6,8,2,4,6,,2,3,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,08,,120,2,3
09,009,0082,02,,1,1,3,6,7,2,4,1,1,,1,,,2,4,25,1,3,1,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,1,4,5,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,1,4,6,7,1,4,,2,3,6,8,2,4,6,,2,3,6,8,2,4,6,8,1,4,6,,3,,,,,,,05,,84,1,3
09,009,0083,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,7,1,4,1,01,,,04,,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,5,087,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,25,1,3
09,009,0084,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,,,03,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112022,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,156,2,3
09,009,0088,02,,1,1,3,6,8,2,4,1,1,,,,,1,4,20,1,1,1,,3,,,,2,3,5,,1,1,,1,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,3,5,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,,,03,,,06,,,09,,02,,,05,,,,09,,,03,,,06,,5,,999999,,,1,,2,4,6,8,2,4,6,8,2,4,,1,4,6,7,2,4,6,,2,3,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,08,,197,2,3
09,009,0090,02,,3,,,,,,,,,,,,,,,,2,2,1,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,2,01,02,,,05,,,,09,,,03,,05,,,,09,,,03,,,06,,1,,111115,,,2,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,03,,110,2,3
09,009,0092,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,1,01,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,2,,2,4,5,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,06,,15,1,3
09,009,0095,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,1,1,,3,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,2,01,,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,2,,2,4,6,8,2,4,6,7,1,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,5,8,2,4,6,,1,9,9,9,9,9,9,01,,225,2,3
09,009,0096,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,4,6,8,1,3,5,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,7,2,4,3,,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111016,,,6,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,01,,18,1,3
09,009,0098,02,,3,,,,,,,,,,,,,,,,2,4,1,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,8,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,01,,,,,06,,7,,,,,6,,2,4,6,8,2,4,6,8,2,4,,1,3,6,7,1,4,6,,2,3,6,7,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,35,1,3
09,009,0099,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,3,5,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,3,,,03,04,,,,,09,,,03,04,,,,,09,,,03,,,06,,5,,111138,,,6,,2,4,5,8,1,4,6,7,2,4,,1,3,6,8,2,4,6,,2,4,5,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,05,,15,1,3
09,009,0100,99,,9,,,,,,,,,,,,,,,,9,,,,9,,,,9,9,,,9,,,,9,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,99,,,,,,,9,,9,9,9,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,,9,9,9,9,9,9,9,9,9,9,9,,9,,,,,,,99,,3,1,3
09,009,0101,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,40,1,3
09,009,0103,03,,1,1,3,6,8,2,4,1,1,,,,,1,4,30,1,1,1,,3,,,,2,3,5,,3,,,,1,4,5,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,4,5,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,1,4,,1,4,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,08,,226,2,3
09,009,0104,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,8,2,4,5,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,1,4,6,8,1,4,,2,4,5,8,1,4,6,,2,4,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,01,,138,2,3
09,009,0105,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,3,5,,1,1,,2,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,3,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112008,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,1,4,6,,3,,,,,,,01,,18,1,3
09,009,0109,02,,1,1,3,6,7,2,4,1,1,,1,,,1,4,15,2,2,1,,3,,,,2,3,5,,1,1,,4,3,,,2,4,6,8,2,4,1,4,5,7,1,3,5,8,2,4,6,2,3,6,8,1,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,01,,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,6,,2,4,6,8,2,4,6,8,2,4,,2,3,5,8,2,4,5,101,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,69,1,3
09,009,0110,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,1,4,6,8,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,01,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,6,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,10,,4,1,3
09,009,0112,02,,1,2,3,6,7,2,4,,1,,1,,,2,3,25,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,8,2,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,6,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,01,,153,2,3
09,009,0113,02,,1,1,3,6,7,2,4,3,1,,1,,,2,5,20,2,4,5,,3,,,,2,3,5,,1,1,,4,3,,,2,4,6,8,2,4,1,3,5,7,1,4,5,7,1,4,5,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,7,2,4,2,4,5,7,1,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,111074,,6,,2,4,6,8,2,4,6,7,2,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,03,,69,1,3
09,009,0115,02,,1,2,3,6,7,2,4,,1,,1,,,2,5,30,4,,,,3,,,,1,3,5,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,4,5,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,7,2,4,2,4,5,7,1,4,3,01,02,,04,05,,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,6,,2,4,5,8,2,4,6,7,2,4,,1,3,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,313,3,3
09,009,0116,02,,3,,,,,,,,,,,,,,,,1,1,1,,3,,,,2,3,5,,1,1,,2,3,,,2,3,6,8,2,4,1,4,5,7,1,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,1,4,2,4,5,7,1,4,3,01,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,6,,2,4,6,8,2,4,6,8,2,4,,2,4,6,8,1,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,01,,249,2,3
09,009,0117,02,,1,1,3,6,8,2,4,1,1,,,,,1,4,45,4,,,,3,,,,2,3,5,,3,,,,3,,,2,4,6,8,2,4,1,3,5,7,1,3,5,7,1,4,5,2,3,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,,02,,,05,,,,09,,,03,,,06,,,09,,,03,,,06,,2,,112015,,,1,,2,4,6,8,2,4,6,7,1,4,,2,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,1,4,6,,1,9,9,9,9,9,9,01,,144,2,3
09,009,0120,02,,3,,,,,,,,,,,,,,,,4,,,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,5,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,4,2,4,6,8,,2,4,6,8,2,4,2,4,6,7,2,4,3,01,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111096,,,6,,2,4,6,8,2,4,6,8,1,4,,1,3,6,7,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,01,,245,2,3
09,009,0124,02,,3,,,,,,,,,,,,,,,,1,1,1,,3,,,,2,4,,,3,,,,3,,,2,4,6,8,2,4,2,4,6,8,2,4,6,8,2,4,6,2,4,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,2,4,3,01,02,,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,1,,111115,,,6,,2,4,6,8,2,4,6,8,2,4,,2,3,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,1,9,9,9,9,9,9,10,,12,1,1
09,009,0126,02,,3,,,,,,,,,,,,,,,,1,3,1,,3,,,,2,3,5,,1,1,,3,3,,,2,4,6,8,2,4,2,4,6,7,2,3,5,8,2,4,6,2,3,6,8,2,4,2,4,6,8,2,3,2,4,6,8,,2,4,6,8,2,4,2,4,5,7,1,4,3,,,03,,,06,,,09,,,03,,,06,,,09,,,03,,,06,,,,,,,5,087,2,4,6,8,2,4,6,8,2,4,,1,4,6,8,2,4,6,,2,4,6,8,2,4,6,8,2,4,6,,3,,,,,,,01,,44,1,3
